date,industry_a_usage,label
2021-08-23,9.527624471369233,1
2021-08-24,9.911714692008047,1
2021-08-25,9.871295649630865,1
2021-08-26,10.136883869274364,1
2021-08-27,10.256418453033378,1
2021-08-28,10.092199911147755,1
2021-08-29,8.74118692533724,1
2021-08-30,8.678455119421686,1
2021-08-31,9.018960807871244,1
2021-09-01,8.514311121566635,1
2021-09-02,10.01124524129494,1
2021-09-03,10.425521670707218,1
2021-09-04,10.982363969115257,1
2021-09-05,11.012293252118925,1
2021-09-06,10.982139066384976,1
2021-09-07,11.395940412331822,1
2021-09-08,10.87833787802043,1
2021-09-09,10.918744765671896,1
2021-09-10,10.521740010090417,1
2021-09-11,10.757946907297052,1
2021-09-12,10.469480504351282,1
2021-09-13,10.602998216532368,1
2021-09-14,10.280420395683404,1
2021-09-15,10.539506974600611,1
2021-09-16,10.41145947256604,1
2021-09-17,9.156934308678444,1
2021-09-18,9.372666475779736,1
2021-09-19,9.745160678162682,1
2021-09-20,9.09448742785174,1
2021-09-21,8.217682476489301,1
2021-09-22,7.505769003129656,1
2021-09-23,9.04973794746921,1
2021-09-24,8.719906532786494,1
2021-09-25,8.430447406098214,1
2021-09-26,8.384376648208976,1
2021-09-27,7.997892479153524,1
2021-09-28,7.728670711779362,1
2021-09-29,7.998420162682319,1
2021-09-30,7.346364587328725,1
2021-10-01,6.46327398475178,1
2021-10-02,6.182543260260619,1
2021-10-03,6.483056292370366,1
2021-10-04,6.9414998210342365,1
2021-10-05,7.4066650466095165,1
2021-10-06,7.337429725562352,1
2021-10-07,7.7850083348336145,1
2021-10-08,7.229583272578198,1
2021-10-09,7.615749093955875,1
2021-10-10,7.591332053315583,1
2021-10-11,7.484182359967164,1
2021-10-12,8.11490271309414,1
2021-10-13,7.834393954453624,1
2021-10-14,7.869698152085958,1
2021-10-15,8.494160946565222,1
2021-10-16,9.080321610606855,1
2021-10-17,9.533269977070889,1
2021-10-18,9.361914046801884,1
2021-10-19,9.981534034375906,1
2021-10-20,10.463350869777676,1
2021-10-21,10.794955908389747,1
2021-10-22,10.765813943727428,1
2021-10-23,10.429518103126869,1
2021-10-24,9.471356959927064,1
2021-10-25,10.288534007775455,1
2021-10-26,10.690725706416195,1
2021-10-27,10.797615605861193,1
2021-10-28,10.092801908173366,1
2021-10-29,10.112604881445376,1
2021-10-30,10.31595809739818,1
2021-10-31,9.447323638183429,1
2021-11-01,9.05799039648823,1
2021-11-02,8.875674774347992,1
2021-11-03,9.060958472786892,1
2021-11-04,9.5045095786199,1
2021-11-05,8.87631332754292,1
2021-11-06,8.86709556320488,1
2021-11-07,8.521825296611818,1
2021-11-08,7.659298695938276,1
2021-11-09,7.51357985839447,1
2021-11-10,7.292883908840915,1
2021-11-11,7.7194951467353725,1
2021-11-12,6.89923731194685,1
2021-11-13,7.6174034987862544,1
2021-11-14,6.734368228035041,1
2021-11-15,5.714342965331516,1
2021-11-16,5.6169885392572745,1
2021-11-17,5.153414560272733,1
2021-11-18,5.511180122835507,1
2021-11-19,5.569507565047932,1
2021-11-20,5.727035656859506,1
2021-11-21,5.319962708537524,1
2021-11-22,4.976140451961721,1
2021-11-23,4.78519523557,1
2021-11-24,4.159940162074418,1
2021-11-25,3.621368289648486,1
2021-11-26,3.879166327345688,1
2021-11-27,2.9775093887740844,1
2021-11-28,3.5151196984873803,1
2021-11-29,3.1329199360705218,1
2021-11-30,3.1359437028678183,1
2021-12-01,4.040843270063694,1
2021-12-02,3.929973806362611,1
2021-12-03,4.9719149108556575,1
2021-12-04,4.781374113375345,1
2021-12-05,4.502686042869852,1
2021-12-06,4.771306540691201,1
2021-12-07,4.394966983875915,1
2021-12-08,5.1791560031316894,1
2021-12-09,4.8643504583198025,1
2021-12-10,5.045254753564214,1
2021-12-11,5.123455851651428,1
2021-12-12,5.460999703852341,1
2021-12-13,6.182893215733072,1
2021-12-14,7.017550415439626,1
2021-12-15,7.533688268398658,1
2021-12-16,7.141931905063288,1
2021-12-17,6.985116033445461,1
2021-12-18,6.8677699427506536,1
2021-12-19,6.504908346328159,1
2021-12-20,6.517343682911141,1
2021-12-21,6.684080491054452,1
2021-12-22,6.43853052880227,1
2021-12-23,6.134511274721293,1
2021-12-24,6.89512871727799,1
2021-12-25,6.427655195120501,1
2021-12-26,5.721915032604224,1
2021-12-27,5.393462168808153,1
2021-12-28,4.719564608659828,1
2021-12-29,4.551514637579444,1
2021-12-30,4.91381959441456,1
2021-12-31,5.004987425342401,1
2022-01-01,5.252072233000414,1
2022-01-02,5.315908165002799,1
2022-01-03,6.322446018851512,1
2022-01-04,4.875599597502797,1
2022-01-05,4.151269715723348,1
2022-01-06,3.83616758927282,1
2022-01-07,2.8872085048421816,1
2022-01-08,2.939166120003721,1
2022-01-09,2.545902598014564,1
2022-01-10,2.8137958938721788,1
2022-01-11,2.810077545901664,1
2022-01-12,2.811348655559136,1
2022-01-13,1.9187325210173196,1
2022-01-14,2.021765393670945,1
2022-01-15,2.8738948593428164,1
2022-01-16,3.641216911546032,1
2022-01-17,3.308418095503243,1
2022-01-18,3.254322602988047,1
2022-01-19,3.1453633253883115,1
2022-01-20,4.077158119461265,1
2022-01-21,4.184494894256324,1
2022-01-22,3.6710061182650593,1
2022-01-23,2.8437128548014847,1
2022-01-24,2.832071693284224,1
2022-01-25,3.3586272789675924,1
2022-01-26,3.5516656052691635,1
2022-01-27,3.6808728986425328,1
2022-01-28,3.804091391810444,1
2022-01-29,3.562292746200637,1
2022-01-30,7.726885185351297,-1
2022-01-31,0.049472828741651,-1
2022-02-01,2.666515776832102,-1
2022-02-02,7.594146861533934,-1
2022-02-03,-0.5688551278871037,-1
2022-02-04,0.2555827316438641,-1
2022-02-05,-1.430217485870659,-1
2022-02-06,-9.097695411645796,-1
2022-02-07,7.015354368325292,-1
2022-02-08,5.236427666802214,-1
2022-02-09,6.441802877163745,-1
2022-02-10,-5.352343935721152,-1
2022-02-11,8.449499228410025,-1
2022-02-12,14.742127655839788,-1
2022-02-13,-0.0129154103602431,-1
2022-02-14,5.424766409316419,-1
2022-02-15,4.537826352031434,-1
2022-02-16,-1.894916342836304,-1
2022-02-17,-3.518001882877371,-1
2022-02-18,4.3080267320300845,-1
2022-02-19,-1.6627186071491336,-1
2022-02-20,8.439569786495332,-1
2022-02-21,7.151284260562695,-1
2022-02-22,5.770857521159163,-1
2022-02-23,4.228531973078358,-1
2022-02-24,6.39668531856258,-1
2022-02-25,2.081743830783248,-1
2022-02-26,5.492341367749226,-1
2022-02-27,-0.6649761988589269,-1
2022-02-28,8.303513641780384,-1
2022-03-01,4.63861666942066,-1
2022-03-02,4.5204949392778255,-1
2022-03-03,10.030458952635955,-1
2022-03-04,4.414421856737318,-1
2022-03-05,5.6528723930965175,-1
2022-03-06,2.677593650699519,-1
2022-03-07,4.915618585493117,-1
2022-03-08,12.034278685729443,-1
2022-03-09,5.742876830163324,-1
2022-03-10,5.246461109359231,1
